,winner,losser,winner_name,losser_name
1448,48,62,['Janko-Tipsarevic'],['Dmitry-Tursunov']
1449,62,48,['Dmitry-Tursunov'],['Janko-Tipsarevic']
1450,48,80,['Janko-Tipsarevic'],['Viktor-Troicki']
1451,48,65,['Janko-Tipsarevic'],['Philipp-Petzschner']
1452,48,65,['Janko-Tipsarevic'],['Philipp-Petzschner']
1453,48,54,['Janko-Tipsarevic'],['Grigor-Dimitrov']
1454,48,54,['Janko-Tipsarevic'],['Grigor-Dimitrov']
1455,48,52,['Janko-Tipsarevic'],['Mikhail-Kukushkin']
1456,49,48,['Andreas-Seppi'],['Janko-Tipsarevic']
1457,48,85,['Janko-Tipsarevic'],['Pere-Riba']
1458,69,48,['Philipp-Kohlschreiber'],['Janko-Tipsarevic']
1459,48,60,['Janko-Tipsarevic'],['Robin-Haase']
1460,64,48,['Sam-Querrey'],['Janko-Tipsarevic']
1461,48,59,['Janko-Tipsarevic'],['Eduardo-Schwank']
1462,76,48,['Xavier-Malisse'],['Janko-Tipsarevic']
1463,49,64,['Andreas-Seppi'],['Sam-Querrey']
1464,49,78,['Andreas-Seppi'],['Igor-Andreev']
1465,49,78,['Andreas-Seppi'],['Igor-Andreev']
1466,49,78,['Andreas-Seppi'],['Igor-Andreev']
1467,84,49,['Michael-Berrer'],['Andreas-Seppi']
1468,79,49,['Juan-Ignacio-Chela'],['Andreas-Seppi']
1469,49,67,['Andreas-Seppi'],['Denis-Istomin']
1470,49,67,['Andreas-Seppi'],['Denis-Istomin']
1471,49,85,['Andreas-Seppi'],['Pere-Riba']
1472,49,60,['Andreas-Seppi'],['Robin-Haase']
1473,60,49,['Robin-Haase'],['Andreas-Seppi']
1474,49,91,['Andreas-Seppi'],['Albert-Montanes']
1475,49,68,['Andreas-Seppi'],['Igor-Kunitsyn']
1476,71,49,['Lleyton-Hewitt'],['Andreas-Seppi']
1477,90,49,['Thomaz-Bellucci'],['Andreas-Seppi']
1478,56,49,['Victor-Hanescu'],['Andreas-Seppi']
1479,65,49,['Philipp-Petzschner'],['Andreas-Seppi']
1480,77,49,['Jurgen-Melzer'],['Andreas-Seppi']
1481,49,94,['Andreas-Seppi'],['Arnaud-Clement']
1482,69,49,['Philipp-Kohlschreiber'],['Andreas-Seppi']
1483,81,50,['Yen-Hsun-Lu'],['Simone-Bolelli']
1484,54,50,['Grigor-Dimitrov'],['Simone-Bolelli']
1485,50,59,['Simone-Bolelli'],['Eduardo-Schwank']
1486,50,52,['Simone-Bolelli'],['Mikhail-Kukushkin']
1487,82,50,['Alex-Bogomolov-Jr'],['Simone-Bolelli']
1488,69,51,['Philipp-Kohlschreiber'],['Carlos-Berlocq']
1489,69,51,['Philipp-Kohlschreiber'],['Carlos-Berlocq']
1490,69,51,['Philipp-Kohlschreiber'],['Carlos-Berlocq']
1491,51,92,['Carlos-Berlocq'],['Andreas-Haider-Maurer']
1492,51,92,['Carlos-Berlocq'],['Andreas-Haider-Maurer']
1493,51,92,['Carlos-Berlocq'],['Andreas-Haider-Maurer']
1494,51,92,['Carlos-Berlocq'],['Andreas-Haider-Maurer']
1495,51,85,['Carlos-Berlocq'],['Pere-Riba']
1496,51,70,['Carlos-Berlocq'],['Tommy-Robredo']
1497,51,60,['Carlos-Berlocq'],['Robin-Haase']
1498,60,51,['Robin-Haase'],['Carlos-Berlocq']
1499,53,51,['Mikhail-Youzhny'],['Carlos-Berlocq']
1500,51,86,['Carlos-Berlocq'],['Ruben-Ramirez-Hidalgo']
1501,51,73,['Carlos-Berlocq'],['Albert-Ramos']
1502,87,51,['Lukasz-Kubot'],['Carlos-Berlocq']
1503,87,51,['Lukasz-Kubot'],['Carlos-Berlocq']
1504,58,51,['Pablo-Cuevas'],['Carlos-Berlocq']
1505,66,51,['James-Blake'],['Carlos-Berlocq']
1506,90,51,['Thomaz-Bellucci'],['Carlos-Berlocq']
1507,52,92,['Mikhail-Kukushkin'],['Andreas-Haider-Maurer']
1508,92,52,['Andreas-Haider-Maurer'],['Mikhail-Kukushkin']
1509,52,66,['Mikhail-Kukushkin'],['James-Blake']
1510,66,52,['James-Blake'],['Mikhail-Kukushkin']
1511,66,52,['James-Blake'],['Mikhail-Kukushkin']
1512,84,52,['Michael-Berrer'],['Mikhail-Kukushkin']
1513,52,95,['Mikhail-Kukushkin'],['Lukas-Rosol']
1514,52,95,['Mikhail-Kukushkin'],['Lukas-Rosol']
1515,82,52,['Alex-Bogomolov-Jr'],['Mikhail-Kukushkin']
1516,52,91,['Mikhail-Kukushkin'],['Albert-Montanes']
1517,91,52,['Albert-Montanes'],['Mikhail-Kukushkin']
1518,73,52,['Albert-Ramos'],['Mikhail-Kukushkin']
1519,67,52,['Denis-Istomin'],['Mikhail-Kukushkin']
1520,52,81,['Mikhail-Kukushkin'],['Yen-Hsun-Lu']
1521,53,52,['Mikhail-Youzhny'],['Mikhail-Kukushkin']
1522,79,52,['Juan-Ignacio-Chela'],['Mikhail-Kukushkin']
1523,52,64,['Mikhail-Kukushkin'],['Sam-Querrey']
1524,64,52,['Sam-Querrey'],['Mikhail-Kukushkin']
1525,52,103,['Mikhail-Kukushkin'],['Michael-Kohlmann']
1526,87,52,['Lukasz-Kubot'],['Mikhail-Kukushkin']
1527,94,52,['Arnaud-Clement'],['Mikhail-Kukushkin']
1528,69,53,['Philipp-Kohlschreiber'],['Mikhail-Youzhny']
1529,69,53,['Philipp-Kohlschreiber'],['Mikhail-Youzhny']
1530,69,53,['Philipp-Kohlschreiber'],['Mikhail-Youzhny']
1531,53,55,['Mikhail-Youzhny'],['Sergiy-Stakhovsky']
1532,53,61,['Mikhail-Youzhny'],['Adrian-Mannarino']
1533,53,90,['Mikhail-Youzhny'],['Thomaz-Bellucci']
1534,53,67,['Mikhail-Youzhny'],['Denis-Istomin']
1535,53,92,['Mikhail-Youzhny'],['Andreas-Haider-Maurer']
1536,53,65,['Mikhail-Youzhny'],['Philipp-Petzschner']
1537,65,53,['Philipp-Petzschner'],['Mikhail-Youzhny']
1538,91,53,['Albert-Montanes'],['Mikhail-Youzhny']
1539,80,53,['Viktor-Troicki'],['Mikhail-Youzhny']
1540,53,81,['Mikhail-Youzhny'],['Yen-Hsun-Lu']
1541,54,79,['Grigor-Dimitrov'],['Juan-Ignacio-Chela']
1542,82,54,['Alex-Bogomolov-Jr'],['Grigor-Dimitrov']
1543,96,54,['Rajeev-Ram'],['Grigor-Dimitrov']
1544,54,63,['Grigor-Dimitrov'],['Kevin-Anderson']
1545,90,54,['Thomaz-Bellucci'],['Grigor-Dimitrov']
1546,93,54,['Jeremy-Chardy'],['Grigor-Dimitrov']
1547,55,54,['Sergiy-Stakhovsky'],['Grigor-Dimitrov']
1548,62,54,['Dmitry-Tursunov'],['Grigor-Dimitrov']
1549,55,68,['Sergiy-Stakhovsky'],['Igor-Kunitsyn']
1550,80,55,['Viktor-Troicki'],['Sergiy-Stakhovsky']
1551,80,55,['Viktor-Troicki'],['Sergiy-Stakhovsky']
1552,84,55,['Michael-Berrer'],['Sergiy-Stakhovsky']
1553,55,69,['Sergiy-Stakhovsky'],['Philipp-Kohlschreiber']
1554,55,60,['Sergiy-Stakhovsky'],['Robin-Haase']
1555,60,55,['Robin-Haase'],['Sergiy-Stakhovsky']
1556,55,56,['Sergiy-Stakhovsky'],['Victor-Hanescu']
1557,55,91,['Sergiy-Stakhovsky'],['Albert-Montanes']
1558,55,67,['Sergiy-Stakhovsky'],['Denis-Istomin']
1559,74,55,['Potito-Starace'],['Sergiy-Stakhovsky']
1560,55,87,['Sergiy-Stakhovsky'],['Lukasz-Kubot']
1561,70,55,['Tommy-Robredo'],['Sergiy-Stakhovsky']
1562,56,73,['Victor-Hanescu'],['Albert-Ramos']
1563,73,56,['Albert-Ramos'],['Victor-Hanescu']
1564,72,56,['Ryan-Harrison'],['Victor-Hanescu']
1565,85,56,['Pere-Riba'],['Victor-Hanescu']
1566,56,60,['Victor-Hanescu'],['Robin-Haase']
1567,56,61,['Victor-Hanescu'],['Adrian-Mannarino']
1568,76,56,['Xavier-Malisse'],['Victor-Hanescu']
1569,56,75,['Victor-Hanescu'],['Rui-Machado']
1570,56,63,['Victor-Hanescu'],['Kevin-Anderson']
1571,56,63,['Victor-Hanescu'],['Kevin-Anderson']
1572,63,56,['Kevin-Anderson'],['Victor-Hanescu']
1573,56,84,['Victor-Hanescu'],['Michael-Berrer']
1574,74,56,['Potito-Starace'],['Victor-Hanescu']
1575,82,56,['Alex-Bogomolov-Jr'],['Victor-Hanescu']
1576,61,57,['Adrian-Mannarino'],['Horacio-Zeballos']
1577,75,57,['Rui-Machado'],['Horacio-Zeballos']
1578,57,82,['Horacio-Zeballos'],['Alex-Bogomolov-Jr']
1579,57,88,['Horacio-Zeballos'],['Robert-Kendrick']
1580,57,72,['Horacio-Zeballos'],['Ryan-Harrison']
1581,57,59,['Horacio-Zeballos'],['Eduardo-Schwank']
1582,79,57,['Juan-Ignacio-Chela'],['Horacio-Zeballos']
1583,74,57,['Potito-Starace'],['Horacio-Zeballos']
1584,58,87,['Pablo-Cuevas'],['Lukasz-Kubot']
1585,87,58,['Lukasz-Kubot'],['Pablo-Cuevas']
1586,58,85,['Pablo-Cuevas'],['Pere-Riba']
1587,58,90,['Pablo-Cuevas'],['Thomaz-Bellucci']
1588,63,58,['Kevin-Anderson'],['Pablo-Cuevas']
1589,58,66,['Pablo-Cuevas'],['James-Blake']
1590,58,84,['Pablo-Cuevas'],['Michael-Berrer']
1591,58,74,['Pablo-Cuevas'],['Potito-Starace']
1592,74,58,['Potito-Starace'],['Pablo-Cuevas']
1593,60,58,['Robin-Haase'],['Pablo-Cuevas']
1594,59,75,['Eduardo-Schwank'],['Rui-Machado']
1595,93,59,['Jeremy-Chardy'],['Eduardo-Schwank']
1596,59,98,['Eduardo-Schwank'],['Juan-Sebastian-Cabal']
1597,59,89,['Eduardo-Schwank'],['Dustin-Brown']
1598,59,79,['Eduardo-Schwank'],['Juan-Ignacio-Chela']
1599,87,59,['Lukasz-Kubot'],['Eduardo-Schwank']
1600,87,59,['Lukasz-Kubot'],['Eduardo-Schwank']
1601,59,78,['Eduardo-Schwank'],['Igor-Andreev']
1602,78,59,['Igor-Andreev'],['Eduardo-Schwank']
1603,60,75,['Robin-Haase'],['Rui-Machado']
1604,60,66,['Robin-Haase'],['James-Blake']
1605,60,74,['Robin-Haase'],['Potito-Starace']
1606,60,91,['Robin-Haase'],['Albert-Montanes']
1607,63,60,['Kevin-Anderson'],['Robin-Haase']
1608,60,85,['Robin-Haase'],['Pere-Riba']
1609,92,60,['Andreas-Haider-Maurer'],['Robin-Haase']
1610,60,81,['Robin-Haase'],['Yen-Hsun-Lu']
1611,77,60,['Jurgen-Melzer'],['Robin-Haase']
1612,61,95,['Adrian-Mannarino'],['Lukas-Rosol']
1613,95,61,['Lukas-Rosol'],['Adrian-Mannarino']
1614,61,62,['Adrian-Mannarino'],['Dmitry-Tursunov']
1615,82,61,['Alex-Bogomolov-Jr'],['Adrian-Mannarino']
1616,73,61,['Albert-Ramos'],['Adrian-Mannarino']
1617,61,79,['Adrian-Mannarino'],['Juan-Ignacio-Chela']
1618,93,61,['Jeremy-Chardy'],['Adrian-Mannarino']
1619,86,61,['Ruben-Ramirez-Hidalgo'],['Adrian-Mannarino']
1620,71,61,['Lleyton-Hewitt'],['Adrian-Mannarino']
1621,63,61,['Kevin-Anderson'],['Adrian-Mannarino']
1622,61,72,['Adrian-Mannarino'],['Ryan-Harrison']
1623,61,94,['Adrian-Mannarino'],['Arnaud-Clement']
1624,74,62,['Potito-Starace'],['Dmitry-Tursunov']
1625,62,73,['Dmitry-Tursunov'],['Albert-Ramos']
1626,62,90,['Dmitry-Tursunov'],['Thomaz-Bellucci']
1627,80,62,['Viktor-Troicki'],['Dmitry-Tursunov']
1628,80,62,['Viktor-Troicki'],['Dmitry-Tursunov']
1629,62,77,['Dmitry-Tursunov'],['Jurgen-Melzer']
1630,77,62,['Jurgen-Melzer'],['Dmitry-Tursunov']
1631,62,88,['Dmitry-Tursunov'],['Robert-Kendrick']
1632,62,76,['Dmitry-Tursunov'],['Xavier-Malisse']
1633,76,62,['Xavier-Malisse'],['Dmitry-Tursunov']
1634,62,104,['Dmitry-Tursunov'],['Simon-Aspelin']
1635,62,65,['Dmitry-Tursunov'],['Philipp-Petzschner']
1636,62,95,['Dmitry-Tursunov'],['Lukas-Rosol']
1637,63,92,['Kevin-Anderson'],['Andreas-Haider-Maurer']
1638,63,77,['Kevin-Anderson'],['Jurgen-Melzer']
1639,63,91,['Kevin-Anderson'],['Albert-Montanes']
1640,63,76,['Kevin-Anderson'],['Xavier-Malisse']
1641,80,63,['Viktor-Troicki'],['Kevin-Anderson']
1642,79,63,['Juan-Ignacio-Chela'],['Kevin-Anderson']
1643,64,63,['Sam-Querrey'],['Kevin-Anderson']
1644,88,63,['Robert-Kendrick'],['Kevin-Anderson']
1645,64,73,['Sam-Querrey'],['Albert-Ramos']
1646,64,69,['Sam-Querrey'],['Philipp-Kohlschreiber']
1647,80,64,['Viktor-Troicki'],['Sam-Querrey']
1648,70,64,['Tommy-Robredo'],['Sam-Querrey']
1649,64,89,['Sam-Querrey'],['Dustin-Brown']
1650,64,67,['Sam-Querrey'],['Denis-Istomin']
1651,87,64,['Lukasz-Kubot'],['Sam-Querrey']
1652,65,87,['Philipp-Petzschner'],['Lukasz-Kubot']
1653,65,73,['Philipp-Petzschner'],['Albert-Ramos']
1654,65,69,['Philipp-Petzschner'],['Philipp-Kohlschreiber']
1655,69,65,['Philipp-Kohlschreiber'],['Philipp-Petzschner']
1656,65,78,['Philipp-Petzschner'],['Igor-Andreev']
1657,65,74,['Philipp-Petzschner'],['Potito-Starace']
1658,65,77,['Philipp-Petzschner'],['Jurgen-Melzer']
1659,65,89,['Philipp-Petzschner'],['Dustin-Brown']
1660,79,65,['Juan-Ignacio-Chela'],['Philipp-Petzschner']
1661,82,65,['Alex-Bogomolov-Jr'],['Philipp-Petzschner']
1662,66,84,['James-Blake'],['Michael-Berrer']
1663,66,82,['James-Blake'],['Alex-Bogomolov-Jr']
1664,66,90,['James-Blake'],['Thomaz-Bellucci']
1665,88,66,['Robert-Kendrick'],['James-Blake']
1666,80,67,['Viktor-Troicki'],['Denis-Istomin']
1667,67,69,['Denis-Istomin'],['Philipp-Kohlschreiber']
1668,67,69,['Denis-Istomin'],['Philipp-Kohlschreiber']
1669,67,105,['Denis-Istomin'],['Mikhail-Elgin']
1670,67,105,['Denis-Istomin'],['Mikhail-Elgin']
1671,68,82,['Igor-Kunitsyn'],['Alex-Bogomolov-Jr']
1672,82,68,['Alex-Bogomolov-Jr'],['Igor-Kunitsyn']
1673,76,68,['Xavier-Malisse'],['Igor-Kunitsyn']
1674,68,77,['Igor-Kunitsyn'],['Jurgen-Melzer']
1675,68,83,['Igor-Kunitsyn'],['Fernando-Gonzalez']
1676,68,88,['Igor-Kunitsyn'],['Robert-Kendrick']
1677,68,88,['Igor-Kunitsyn'],['Robert-Kendrick']
1678,88,68,['Robert-Kendrick'],['Igor-Kunitsyn']
1679,88,68,['Robert-Kendrick'],['Igor-Kunitsyn']
1680,69,94,['Philipp-Kohlschreiber'],['Arnaud-Clement']
1681,82,69,['Alex-Bogomolov-Jr'],['Philipp-Kohlschreiber']
1682,93,69,['Jeremy-Chardy'],['Philipp-Kohlschreiber']
1683,69,70,['Philipp-Kohlschreiber'],['Tommy-Robredo']
1684,69,91,['Philipp-Kohlschreiber'],['Albert-Montanes']
1685,91,69,['Albert-Montanes'],['Philipp-Kohlschreiber']
1686,69,71,['Philipp-Kohlschreiber'],['Lleyton-Hewitt']
1687,79,69,['Juan-Ignacio-Chela'],['Philipp-Kohlschreiber']
1688,69,80,['Philipp-Kohlschreiber'],['Viktor-Troicki']
1689,69,81,['Philipp-Kohlschreiber'],['Yen-Hsun-Lu']
1690,70,86,['Tommy-Robredo'],['Ruben-Ramirez-Hidalgo']
1691,81,70,['Yen-Hsun-Lu'],['Tommy-Robredo']
1692,80,70,['Viktor-Troicki'],['Tommy-Robredo']
1693,70,73,['Tommy-Robredo'],['Albert-Ramos']
1694,90,70,['Thomaz-Bellucci'],['Tommy-Robredo']
1695,96,71,['Rajeev-Ram'],['Lleyton-Hewitt']
1696,71,81,['Lleyton-Hewitt'],['Yen-Hsun-Lu']
1697,81,71,['Yen-Hsun-Lu'],['Lleyton-Hewitt']
1698,72,80,['Ryan-Harrison'],['Viktor-Troicki']
1699,80,72,['Viktor-Troicki'],['Ryan-Harrison']
1700,72,79,['Ryan-Harrison'],['Juan-Ignacio-Chela']
1701,72,81,['Ryan-Harrison'],['Yen-Hsun-Lu']
1702,72,76,['Ryan-Harrison'],['Xavier-Malisse']
1703,72,96,['Ryan-Harrison'],['Rajeev-Ram']
1704,94,72,['Arnaud-Clement'],['Ryan-Harrison']
1705,84,72,['Michael-Berrer'],['Ryan-Harrison']
1706,72,93,['Ryan-Harrison'],['Jeremy-Chardy']
1707,72,88,['Ryan-Harrison'],['Robert-Kendrick']
1708,76,73,['Xavier-Malisse'],['Albert-Ramos']
1709,73,85,['Albert-Ramos'],['Pere-Riba']
1710,73,85,['Albert-Ramos'],['Pere-Riba']
1711,85,73,['Pere-Riba'],['Albert-Ramos']
1712,73,78,['Albert-Ramos'],['Igor-Andreev']
1713,73,81,['Albert-Ramos'],['Yen-Hsun-Lu']
1714,73,86,['Albert-Ramos'],['Ruben-Ramirez-Hidalgo']
1715,73,84,['Albert-Ramos'],['Michael-Berrer']
1716,93,74,['Jeremy-Chardy'],['Potito-Starace']
1717,85,74,['Pere-Riba'],['Potito-Starace']
1718,85,74,['Pere-Riba'],['Potito-Starace']
1719,74,84,['Potito-Starace'],['Michael-Berrer']
1720,74,79,['Potito-Starace'],['Juan-Ignacio-Chela']
1721,95,74,['Lukas-Rosol'],['Potito-Starace']
1722,78,74,['Igor-Andreev'],['Potito-Starace']
1723,74,80,['Potito-Starace'],['Viktor-Troicki']
1724,74,86,['Potito-Starace'],['Ruben-Ramirez-Hidalgo']
1725,74,87,['Potito-Starace'],['Lukasz-Kubot']
1726,75,91,['Rui-Machado'],['Albert-Montanes']
1727,95,75,['Lukas-Rosol'],['Rui-Machado']
1728,86,75,['Ruben-Ramirez-Hidalgo'],['Rui-Machado']
1729,79,75,['Juan-Ignacio-Chela'],['Rui-Machado']
1730,90,75,['Thomaz-Bellucci'],['Rui-Machado']
1731,76,84,['Xavier-Malisse'],['Michael-Berrer']
1732,92,76,['Andreas-Haider-Maurer'],['Xavier-Malisse']
1733,76,77,['Xavier-Malisse'],['Jurgen-Melzer']
1734,76,82,['Xavier-Malisse'],['Alex-Bogomolov-Jr']
1735,76,81,['Xavier-Malisse'],['Yen-Hsun-Lu']
1736,76,91,['Xavier-Malisse'],['Albert-Montanes']
1737,91,76,['Albert-Montanes'],['Xavier-Malisse']
1738,94,76,['Arnaud-Clement'],['Xavier-Malisse']
1739,78,77,['Igor-Andreev'],['Jurgen-Melzer']
1740,95,77,['Lukas-Rosol'],['Jurgen-Melzer']
1741,77,91,['Jurgen-Melzer'],['Albert-Montanes']
1742,93,77,['Jeremy-Chardy'],['Jurgen-Melzer']
1743,77,85,['Jurgen-Melzer'],['Pere-Riba']
1744,84,78,['Michael-Berrer'],['Igor-Andreev']
1745,90,78,['Thomaz-Bellucci'],['Igor-Andreev']
1746,80,78,['Viktor-Troicki'],['Igor-Andreev']
1747,78,85,['Igor-Andreev'],['Pere-Riba']
1748,85,78,['Pere-Riba'],['Igor-Andreev']
1749,78,93,['Igor-Andreev'],['Jeremy-Chardy']
1750,79,91,['Juan-Ignacio-Chela'],['Albert-Montanes']
1751,91,79,['Albert-Montanes'],['Juan-Ignacio-Chela']
1752,82,79,['Alex-Bogomolov-Jr'],['Juan-Ignacio-Chela']
1753,79,95,['Juan-Ignacio-Chela'],['Lukas-Rosol']
1754,79,87,['Juan-Ignacio-Chela'],['Lukasz-Kubot']
1755,79,90,['Juan-Ignacio-Chela'],['Thomaz-Bellucci']
1756,80,79,['Viktor-Troicki'],['Juan-Ignacio-Chela']
1757,80,85,['Viktor-Troicki'],['Pere-Riba']
1758,80,82,['Viktor-Troicki'],['Alex-Bogomolov-Jr']
1759,80,93,['Viktor-Troicki'],['Jeremy-Chardy']
1760,80,106,['Viktor-Troicki'],['Robert-Lindstedt']
1761,81,80,['Yen-Hsun-Lu'],['Viktor-Troicki']
1762,80,102,['Viktor-Troicki'],['Rohan-Bopanna']
1763,81,85,['Yen-Hsun-Lu'],['Pere-Riba']
1764,82,90,['Alex-Bogomolov-Jr'],['Thomaz-Bellucci']
1765,82,90,['Alex-Bogomolov-Jr'],['Thomaz-Bellucci']
1766,82,93,['Alex-Bogomolov-Jr'],['Jeremy-Chardy']
1767,95,82,['Lukas-Rosol'],['Alex-Bogomolov-Jr']
1768,83,93,['Fernando-Gonzalez'],['Jeremy-Chardy']
1769,95,83,['Lukas-Rosol'],['Fernando-Gonzalez']
1770,84,105,['Michael-Berrer'],['Mikhail-Elgin']
1771,84,94,['Michael-Berrer'],['Arnaud-Clement']
1772,84,97,['Michael-Berrer'],['Alexander-Peya']
1773,91,84,['Albert-Montanes'],['Michael-Berrer']
1774,85,92,['Pere-Riba'],['Andreas-Haider-Maurer']
1775,86,85,['Ruben-Ramirez-Hidalgo'],['Pere-Riba']
1776,85,94,['Pere-Riba'],['Arnaud-Clement']
1777,93,86,['Jeremy-Chardy'],['Ruben-Ramirez-Hidalgo']
1778,86,89,['Ruben-Ramirez-Hidalgo'],['Dustin-Brown']
1779,91,86,['Albert-Montanes'],['Ruben-Ramirez-Hidalgo']
1780,91,86,['Albert-Montanes'],['Ruben-Ramirez-Hidalgo']
1781,87,86,['Lukasz-Kubot'],['Ruben-Ramirez-Hidalgo']
1782,87,95,['Lukasz-Kubot'],['Lukas-Rosol']
1783,87,94,['Lukasz-Kubot'],['Arnaud-Clement']
1784,90,87,['Thomaz-Bellucci'],['Lukasz-Kubot']
1785,89,105,['Dustin-Brown'],['Mikhail-Elgin']
1786,92,89,['Andreas-Haider-Maurer'],['Dustin-Brown']
1787,89,96,['Dustin-Brown'],['Rajeev-Ram']
1788,96,89,['Rajeev-Ram'],['Dustin-Brown']
1789,95,89,['Lukas-Rosol'],['Dustin-Brown']
1790,100,89,['Santiago-Gonzalez'],['Dustin-Brown']
1791,89,94,['Dustin-Brown'],['Arnaud-Clement']
1792,91,89,['Albert-Montanes'],['Dustin-Brown']
1793,94,95,['Arnaud-Clement'],['Lukas-Rosol']
1794,95,94,['Lukas-Rosol'],['Arnaud-Clement']
1795,94,97,['Arnaud-Clement'],['Alexander-Peya']
1796,94,96,['Arnaud-Clement'],['Rajeev-Ram']
1797,101,95,['Marc-Lopez'],['Lukas-Rosol']
1798,95,96,['Lukas-Rosol'],['Rajeev-Ram']
1799,96,105,['Rajeev-Ram'],['Mikhail-Elgin']
1800,105,107,['Mikhail-Elgin'],['Jean-Julien-Rojer']
